date,title,review,rating,author,version,language
2023-09-12 13:17:31,張櫻臻,程式一直跳掉欸,1,張櫻臻,5.16.0,zh-TW
2023-09-11 23:59:46,蔡銘倫,一直閃退,1,蔡銘倫,5.16.0,zh-TW
2023-09-09 14:36:12,蔡佳泰,車速很慢，費用很貴，服務範圍很小，租借程序復雜，還要花時間綁信用卡,1,蔡佳泰,5.16.0,zh-TW
2023-09-06 21:19:03,何碧玉25112511,"系統進步很多，介面很清爽，對長輩友善,新創公司加油",5,何碧玉25112511,5.16.0,zh-TW
2023-09-04 13:32:26,葉航愷,硬性要求更新，不更新不让用，更新界面又一直转不让更新,1,葉航愷,5.15.1,zh-CN
2023-09-02 11:26:50,陳癸明,方便好玩輕鬆,5,陳癸明,5.15.1,zh-TW
2023-08-31 17:55:46,李勝翔,還車要求上傳照片可以理解，但上傳的時間我都可以走到目的地了，我不如用走的,1,李勝翔,,zh-TW
2023-08-08 10:48:57,how dung,不優,1,how dung,5.14.0,zh-TW
2023-08-02 18:32:31,神Q,很可愛的介面，是個很棒的服務，繼續加油！,5,神Q,,zh-TW
2023-08-01 18:25:27,羅千竣,很方便的服務 隨借 騎完還 很方便租借 推薦給大家,5,羅千竣,5.14.0,zh-TW
2023-07-28 17:07:32,王雪碧,很喜歡這個咚咚 一開始要先滑一步 再加速滑板車才能動喔~,5,王雪碧,5.14.0,zh-TW
2023-07-27 08:33:16,Kevin Chen,不是連線有問題，不然就是在處理中,1,Kevin Chen,5.14.0,en
2023-07-25 10:04:01,鍾佩汝,很好騎活動性高使用簡單方便,5,鍾佩汝,5.14.0,zh-TW
2023-07-07 16:28:05,段紹平,預約直接卡爛付款也是問題一堆 超爛==,1,段紹平,5.12.0,zh-TW
2023-07-03 00:34:02,林佩璇,Bug一堆 超卡🙄,1,林佩璇,5.12.0,zh-TW
2023-07-01 21:21:05,二姐,操作方法簡單,5,二姐,5.12.0,zh-TW
2023-06-25 20:06:02,黃怡芬,今天第一次使用，優點是很好玩，不過有一些還是需要改進的，首先是租到一台外觀正常但實際使用時會發出搖晃聲音的車，租借時剛開始看app秒數突然多跳好幾秒，後面沒有特別看手機就不清楚是否時間計算正確，期間雖然在校園，但有一個坡道到了某一小段路會自動斷電，而且還車時發現app已退出，重新登入後不太順，還車算快，可是按下繳費按鈕之後就跳回首頁，以為這樣就還車成功，後來是隔很久信用卡一直沒扣款，重新開app才知道其實還沒扣款成功，而且還發現需要拍照還車但當時還車時並沒有提示要拍照（或者是因為app跳掉的緣故）,2,黃怡芬,5.10.2,zh-TW
2023-06-22 10:10:34,郭軒辰,小破爛,1,郭軒辰,5.10.2,zh-TW
2023-06-14 14:41:53,徐啟豪,騎完大拇指超酸,1,徐啟豪,5.10.2,zh-TW
2023-06-04 18:44:53,張士揚,nice,1,張士揚,,zh-TW
2023-06-03 18:43:03,吳旻杰,App 載入速度慢到不行，每次操作都很卡，已經按還車按鈕，秒數還在跑。能不能請工程師好好優化一下，真的很難用。,1,吳旻杰,5.9.0,zh-TW
2023-05-31 21:11:35,X (宇宙大覺者),這一年來使用心得與注意事項： 1. APP讀取速度慢，原本以為是手機問題結果很多手機都有同樣事件發生，點擊開始使用時車子還沒啟動就開始讀秒，平均吃掉10秒後才啟動｡ 2. 如果遇到車體本身問題而不能騎乘時要在一分鐘內歸還才不計費，前提已經先被吃10秒，歸還時偶會遇到app各種問題而延遲，例如剛好遇到更新｡ 3. 車子妥善率不佳會遇到各種機械問題，例如已經開始讀秒車子卻沒反應，出現燈號閃爍動力問題，電池有電但是沒辦法啟動，突然臨時煞車，騎乘期間車子異常高低抖動嚴重｡ 4. 在某些時段突然整個校園能夠騎乘的車子幾乎為0台，但是現場看還是有很多車子，尤其是在一大早或是晚上的時候，一早應該是最多人需要的時候卻沒得騎，假日也是一樣｡ 心得：對於校園趕時間的人來說是好工具，不知道是不是外勤人員太少導致妥善率不佳，需要改進的地方都不重視，設計好一點的配套應該是不難做的生意，從一次10元漲到15元也是坑，想要使用的人可以體驗就好，長期倚賴就要靠運氣｡ 因為app太爛，沒有騎到就要處理app當機延遲，結果還沒執行啟動就繼續讀秒，處理完app結果沒騎到車還要花14元，還是走路了…可能最後一搏用當機賺錢…,1,X (宇宙大覺者),5.9.0,zh-TW
2023-05-26 21:25:37,amber hong,請問是故意把app做的很蕩 來騙消費者的錢嗎 還車還不了 要等個三五分鐘 等待時間還須計費 有點惡質,1,amber hong,5.9.0,zh-TW
2023-04-30 22:23:01,Jacky Wu,app十分不穩定使用期間自動幫你閃退+登出 每次讀取時間又會故意多算你10幾秒 重點是許多站點常常能借的車子數為0，車子也十分老舊，無人管理,1,Jacky Wu,5.8.0,zh-TW
2023-04-27 10:03:28,貓咪xxx,每次進去都要重登,2,貓咪xxx,5.8.0,zh-TW
2023-04-16 13:37:17,江george,一天到晚維修，連線中，不然就是沒車，收費那麼貴，還有些方案強迫連續訂閱，你們好意思？,1,江george,5.8.0,zh-TW
2023-04-03 21:18:41,陳羿茹,女二10分鐘到清夜 很讚,5,陳羿茹,5.8.0,zh-TW
2023-04-03 15:24:51,黃星慈,節省了很多時間，更快速抵達目的地,5,黃星慈,,zh-TW
2023-03-31 15:57:13,張啟,app上說有車，到了跟我講在保養,1,張啟,5.8.0,zh-TW
2023-03-28 23:42:11,柯承秀,過慢，帳號登錄、租車都太慢，明明app問題比車多，車子登錄問題解決了系統優化卻沒解決，很煩。甚至會出現租車兩分鐘才跳畫面的問題，費率還照算。,1,柯承秀,,zh-TW
2023-03-20 16:37:00,CH WEN,app跑超慢,2,CH WEN,5.8.0,zh-TW
2023-03-15 18:11:16,yudou zhang,太爛了，每次都要卡很久,1,yudou zhang,5.8.0,en
2023-03-15 14:48:50,chi square,開起來花30秒，掃描花10秒，然後再跟你說維修中。沒有技術就學一下ubike用刷卡的方式好嗎....綁信用卡應用程式卻做那麼糟糕,1,chi square,5.8.0,en
2023-03-13 21:47:24,K Y,交大畢業的只能開發這種水準的app嗎？,1,K Y,5.8.0,zh-TW
2023-03-12 09:07:52,James Chang,交大的車子怎麼感覺越來越少了？,1,James Chang,5.8.0,zh-TW
2023-03-09 16:28:10,柳昱謙,在清交大活動時方便的交通工具,5,柳昱謙,5.8.0,zh-TW
2023-03-03 17:47:45,Đồng Dải,為什麼跨校騎乘就沒有優惠了 ('・ω・'),2,Đồng Dải,5.8.0,zh-TW
2023-03-03 15:20:20,霧潯_WuShun,我騎著騎著，上個坡，他突然就不會動了！！ 我卡在中途上去推不動，下來又浪費時間，按了臨停再啟動才發的動，這什麼爛體驗害我遲到半小時,1,霧潯_WuShun,5.8.0,zh-TW
2023-03-01 17:47:12,Jeremy Shen,我打一分是因為我只能打一分，並不代表這個App真的有一分,1,Jeremy Shen,5.8.0,zh-CN
2023-02-28 17:04:25,Wes Jjj,按手機登入直接閃退，害我要走回宿舍，爛東西,1,Wes Jjj,,zh-TW
2023-02-11 22:16:53,鄭采妮,一直要我認證信箱，點進去又沒有任何認證按鈕，爛透了,1,鄭采妮,5.6.0,zh-TW
2023-02-07 15:02:12,Big Old two,在清大機車塔旁邊的每一台都在維修，你們機台是要維護多久？,1,Big Old two,5.6.0,zh-TW
2023-02-01 08:57:31,Chalanthorn 姚林飛 (Jojo),"Sometimes when the bike is not borrowed, the time already started",1,Chalanthorn 姚林飛 (Jojo),,en
2023-01-20 08:41:46,Sheng U,一直要求我前往帳單紀錄，然後不斷閃退 這要怎麼處理啦,1,Sheng U,5.5.0,zh-TW
2023-01-09 18:39:29,謝歷恩（Joshua HSIEH）,爛死了一直閃退,1,謝歷恩（Joshua HSIEH）,5.5.0,zh-TW
2022-12-25 00:59:49,CL Tu,app 動不動就要重新登入 很常眼前一堆車，掃過全寫維護中，不知道啥意思 到底有沒有想給人騎 使用體驗極度糟糕,3,CL Tu,5.5.0,en
2022-12-24 11:17:14,阮國慶,One week update 2-3 times. Waste a lot of time to update,1,阮國慶,5.5.0,en
2022-12-22 11:04:59,張祐嘉,打開軟體 欸恭喜又要更新嚕 好沒關係我更新 成功預約到一台 也進入預約倒數了 明明倒數還剩三分鐘 到了站點要掃描的時候直接顯示已被預約 幹我不是已經成功預約了嗎 這種插隊的事情到底怎麼辦到的 破公司做的破app,1,張祐嘉,5.5.0,zh-TW
2022-12-21 10:06:09,嚴晴,我連掃qrcode都沒辦法，掃了跑不出東西，會不會太爛？,1,嚴晴,5.5.0,zh-TW
2022-12-19 14:57:44,Popo,Olooloo,1,Popo,5.5.0,zh-TW
2022-11-25 08:43:03,王翊峻,要怎麼樣才能把app設計成這麼不人性化，是請工讀生來寫的嗎,1,王翊峻,5.4.0,zh-TW
2022-11-21 13:18:51,Cloris,要更新幾次啦 真的爛透了，我打開結果等更新，等了很久，（為什麼下載檔 不能另外安裝？） 我可以一邊使用一邊更新吧 要好了的時候，結果旁邊剛好走過來說，喔我剛剛預約了！！！！ 到底為什麼要一直更新啦！！！我直接浪費了一大堆時間（哭泣,1,Cloris,5.4.0,zh-TW
2022-11-19 17:07:39,Vincent,無法下載,1,Vincent,,zh-TW
2022-11-18 23:44:03,張育嘉,爛炸 公司可以直接解散了,1,張育嘉,5.4.0,zh-TW
2022-11-15 15:08:21,Huanbin Yang,車子也太爛了吧,1,Huanbin Yang,5.4.0,zh-TW
2022-11-10 12:30:58,林鴈軒（寶叔）,3分鐘01秒，算我4分鐘，根本是騙錢。,1,林鴈軒（寶叔）,,zh-TW
2022-11-03 22:51:42,Chrislie Evan 杨明豪,"I have problem with my oloo scooter, i already scanned the code but the scooter wont turn on. I tried to ask for a help from an oloo staff but he ignored me. At least help ur customer! This is a very unpleasant",1,Chrislie Evan 杨明豪,5.3.0,en
2022-11-03 18:10:35,YH L,垃圾，一下瘋狂閃退一下還不斷付款失敗，到底有沒有想賺錢啊,1,YH L,5.3.0,zh-TW
2022-11-02 20:23:44,柯曉如,每次開起都要更新，不更新就不給用，然後app載入的有夠慢速度，使用體驗很差,1,柯曉如,5.3.0,zh-TW
2022-11-02 15:00:05,Yoga,收費很豐滿，App很骨感,1,Yoga,5.3.0,zh-TW
2022-10-31 10:08:08,朱珈聖,又貴又難用,1,朱珈聖,5.3.0,zh-TW
2022-10-24 17:34:29,WJ Fan,重複扣款然後回報問題就會閃退,1,WJ Fan,5.3.0,zh-TW
2022-10-24 17:13:15,明,只比不能用好一點,1,明,5.3.0,zh-TW
2022-10-23 05:58:46,王皓平,超破，關鍵時刻app出bug，什麼小都掃不到，草,1,王皓平,5.3.0,zh-TW
2022-10-19 16:08:46,卓靖,你們app有夠爛,1,卓靖,,en
2022-10-14 10:52:07,Leko,現在連買會員方案都有問題了 這麼卡的 React Native 我第一次看到,1,Leko,5.3.0,zh-TW
2022-10-08 00:52:38,mamu wu,超級不解為什麼帳號綁定這件事沒有先說，是已經換手機登入的時候才發現，需要用前一隻手機確認，又不是每個人換手機後前一隻手機還在，而且也沒有另外提供放棄轉移帳號的選項。:(,1,mamu wu,5.3.0,en
2022-10-06 16:55:52,吉啊,垃圾程式，連線問題、拍照延遲、車子不知道在維護三小，然後這麼大600多mb是三小,1,吉啊,5.2.2,zh-TW
2022-10-03 14:12:03,yanyan Chen (晏),為何我在用戶設定一直閃退，還不能登入卡片，也無法交易,1,yanyan Chen (晏),5.2.2,zh-TW
2022-09-30 16:35:16,蔣佩儒,完全無法註冊！一直閃退，根本沒辦法用,1,蔣佩儒,3.7.3,zh-TW
2022-09-23 18:37:28,曹駿瓏,一直強制更新==,1,曹駿瓏,5.1.5,zh-TW
2022-09-21 09:58:45,pblair,時不時把我登出，登入介面不只慢bug還一堆，請問強制更新到底有改善什麼？,1,pblair,5.2.0,en
2022-09-21 07:57:05,卡粉,強迫更新，幹你娘,1,卡粉,5.1.5,zh-TW
2022-09-07 11:04:53,李玉虎,弱智設計，換手機登錄還要舊手機同意，舊手機同意後新手機還是不能登錄，有夠蠢的,1,李玉虎,5.1.5,zh-TW
2022-09-03 02:01:24,Aniket Hase,Not in English. Application sucks money all the time. Lot of bugs.Takes an hour to open.,1,Aniket Hase,4.3.0,en
2022-08-29 18:41:50,黃佩汶,更新後竟然登入不了，傻眼（安卓用戶） 重點也找不到可以填用戶資料的地方偏偏系統一直讓我去填用戶資料 更新了更爛,1,黃佩汶,4.3.0,zh-TW
2022-08-29 09:57:04,刘博,真的很垃圾，app總是出現各種各樣的bug，動不動就更新，更新完也沒有更好反而bug更多,1,刘博,4.2.0,zh-CN
2022-08-29 08:06:35,詠熙蔡,更新完之後騎完付錢就閃退,1,詠熙蔡,4.3.0,zh-TW
2022-08-26 17:01:14,林柏毅,車子方便，app很卡，上傳照片失敗（網路正常），定位不准（在google map中可正確定位） 8/26 更新，現在很順了,5,林柏毅,4.2.0,zh-TW
2022-08-23 16:26:05,Yan-You Chen,開發人員完全不看評論，問題好幾個月了都不修，之前還可以騎就算了，現在在太陽底下註冊全部重走一次就算了，還是沒辦法使用，被氣到真的無法忍受，有看到這則留言的真的別用了，除非你手機是iphone,1,Yan-You Chen,4.2.0,zh-TW
2022-08-21 11:54:05,Thanachot L,"The service is good, a lot of bugs in the app tho. Please fix",2,Thanachot L,4.2.0,en
2022-08-18 20:33:31,Jack Jen,請問寫這款app的人是不是還在學while迴圈？手機驗證後還跳回原畫面重新驗證！更新之後現在換要綁信箱結果都收不到驗證！我從來沒看過哪款app可以垃圾成這樣，你好歹也測試一下再上線吧！,1,Jack Jen,,zh-TW
2022-08-16 20:54:38,eric chang,沒辦法註冊，什麼鬼,1,eric chang,4.2.0,zh-TW
2022-08-15 12:06:38,Roger Jay,第一次遇到根本註冊不了的app，信箱根本不會收到驗證信。重開一次手機號碼就顯示重複不能使用。光註冊功能就可以出現好幾個bug，一顆星都嫌多,1,Roger Jay,4.2.0,zh-TW
2022-08-14 07:30:30,Charles,無法登入,1,Charles,4.2.0,en
2022-08-13 20:55:47,Han-Tang Chen,程式寫超爛,1,Han-Tang Chen,4.2.0,zh-TW
2022-08-13 15:30:34,Yu Ting,更新後無法登入，會一直跳回登入頁面…去粉專私訊回報問題也已讀不回，根本就沒有打算想處理啊！ 8/13更新後一樣無法順利登入使用，點選估狗的帳號登入→要求手機驗證→顯示電話已被註冊請更換。,1,Yu Ting,4.1.1,zh-TW
2022-08-10 11:35:33,張仲良,是不是給工程師太少錢，Bug一堆難用，QR掃了都顯示輸入錯誤，手動也不行。,1,張仲良,4.1.1,zh-TW
2022-08-08 08:18:31,ShihNing Lo,什麼鬼，綁mail然後收不到信，,1,ShihNing Lo,4.1.1,zh-TW
2022-08-07 13:43:35,黃奕揚,無法認證是殺小,1,黃奕揚,,zh-TW
2022-08-04 08:45:40,陶芷筠,1.掃描無法開手電筒功能，那要按鈕幹嘛？ 2.無法定位，地圖亂跑，‘’衝‘’按鈕也沒用 3.一個廣告要跑一分鐘... 4.計時會亂跳 5.拍照無法上傳== 6.選車只能在自動跳出的三台中選一台，其他台都不能預約 拜託去看一下goshare的介面好嗎… 雖然這麼爛但是不想走路還是只能默默的用......,1,陶芷筠,4.1.1,zh-TW
2022-08-03 08:33:14,Y WENG LIN,可以給0星就好了,1,Y WENG LIN,4.1.1,zh-TW
2022-08-02 14:20:57,許境恩,更新以後無法登入………,1,許境恩,4.1.1,zh-TW
2022-08-01 17:07:36,無明氏,程式問題一堆 借車之後沒辦法啟動，卡了5分鐘，一直重開app還是不行 ，按還車也卡住，每次都卡個10分鐘跟你多收錢,1,無明氏,4.1.1,zh-TW
2022-07-31 14:00:54,Jason Huang,垃圾UI,1,Jason Huang,4.1.1,zh-TW
2022-07-31 12:25:07,趙詠綺,無法註冊,1,趙詠綺,4.1.1,zh-TW
2022-07-30 13:58:38,Li Ming,可以不給星嗎？還強迫要給星哦，根本就不想給，不給還不能發佈。不能用還要星，死人都會起來笑，還笑死人。,1,Li Ming,4.1.1,zh-TW
2022-07-30 08:17:19,晏君,車子啟動異常還要扣錢佛心公司,1,晏君,4.1.1,zh-TW
2022-07-29 21:22:28,楊宇恩,完全不能登入,1,楊宇恩,4.0.6,zh-TW
2022-07-29 20:48:35,jason chiang,身為一個IT人，真的覺得APP寫成這樣根本就是只有兩個字，可恥。至少自己測試一下吧。進不去，死當，退不出，無法認證，無法註冊，無法租車。請問還有什麼問題是我沒遇到的?,1,jason chiang,4.1.1,zh-TW
2022-07-29 15:06:33,王培懿,註冊後 用戶設定再也按不進去了 直接閃退 註冊過程也是很無言 選項看不見 還要盲點… 我阿嬤寫的app都比這個還好 7/29更 阿現在連登入都不行了,1,王培懿,3.7.3,zh-TW
2022-07-28 10:50:25,徐帷祐,罄竹難書,1,徐帷祐,4.0.6,en
2022-07-27 23:45:37,濕輪,掃完車上QR CODE要租車，掃完讀取就花了快1分鐘，確認過網路沒問題，在大太陽底下站著等他體驗真的很差 ，我還不如用走的,1,濕輪,4.0.6,zh-TW
2022-07-27 12:44:32,Ju Hung,這是一個毫無優點的app 借車的時候當掉，還車的時候也當掉 而，上次騎到沒電的車，想要檢舉也當掉，沒辦法回報問題。,1,Ju Hung,4.0.6,zh-TW
2022-07-27 12:11:35,Fleming Wang,不要更新4.0.6版。 有時開啟app要重新登入的老問題沒修復就算了，現在連定位都出問題，得手動拖拉到附近站點；讀取變莫名其妙地久，有時候啟動車子點下去要等到三十秒才成功啟動；還車拍照也有問題，有時無法上傳。 最後，整體UI設計本來就不是很好，倒不是版本問題。,1,Fleming Wang,4.0.6,zh-TW
2022-07-27 09:32:40,史孟玄,用腳寫的app,1,史孟玄,4.0.6,zh-TW
2022-07-23 17:47:56,林楷閔,更新app後，借車以後app都要讀取快30秒才能繼續操作 系統優化的很差,1,林楷閔,4.0.6,zh-TW
2022-07-20 20:08:11,Hsin-mei Huang,遇到重複扣款的問題，客服也很用心的解決，但不知道為什麼感覺這幾次的版本更新之後，借車時等程式跑的秒數真的不少，大概有十秒左右，但又非歸因於消費者，又要消費者負擔，有些困擾。1星給辛苦的客服人員，1星給騎乘時的方便性，但短期內我不會再使用oloo,2,Hsin-mei Huang,,zh-TW
2022-07-19 09:04:26,Tim Wu,帳號被登出 之後再也進不去了 申請新的也無法 介面超卡 到底在寫啥啊,1,Tim Wu,,zh-TW
2022-07-18 08:47:37,劉阿賢,把電動滑板車電開關關掉，無法開機騎乘錢照算，一堆學生騎出校門錢照算，速度又不能調整！也不能購買嚕幣也沒騎乘送嚕幣累計。,1,劉阿賢,,zh-TW
2022-07-17 17:40:04,徐暐翔,更新後反而讀取速度更慢,1,徐暐翔,4.0.2,zh-TW
2022-07-15 21:47:33,洪里莫,4.0.2產生更多問題，自動產生的名字錯了也不能改，難怪文件一直審核不過,1,洪里莫,4.0.2,zh-TW
2022-07-11 04:42:05,黃向宏（Shawn）,講一下哪些學校能用再叫別人下載吧…,1,黃向宏（Shawn）,,zh-TW
2022-07-09 12:05:21,邱泳霖,使用google登入後無法選擇學校及學位,2,邱泳霖,3.7.3,zh-TW
2022-07-08 20:15:30,nick hsiau,帳號註冊好 驗證也弄好 結果還是沒辦法借 打給客服根本沒人接電話,1,nick hsiau,3.5.0,zh-TW
2022-07-07 10:58:13,YS,Android版卡頓發燙莫名奇妙不能回報問題，原因部分無法選擇,1,YS,3.7.3,zh-TW
2022-07-05 09:24:59,ChingHsuan Chen,早上無法還車，差點遲到。重開app才能解決，重點是無法回報問題，試了好幾次，問題類型根本是空的。客服需要加強。,1,ChingHsuan Chen,3.7.3,zh-TW
2022-06-28 18:11:10,Joe K,"App Language This application have only chinese language. If you include English so that foreigners might be able to use this app and the skooter, it would be great!",4,Joe K,3.7.3,en
2022-06-25 21:13:44,賴君皓,時常閃退 過了三個月 完全沒長進,1,賴君皓,3.7.3,zh-TW
2022-06-23 14:19:59,張瑋瑄,一顆都嫌多 開發人員的程式大概是體育老師教的 原地像個傻子試半天 都說解鎖成功 但車就是不亮 App還卡成狗 交大校園裡放著東西根本是在汙辱資工學院,1,張瑋瑄,,zh-TW
2022-06-21 15:10:50,shen chan,信用卡根本不能綁定 爛死,1,shen chan,3.7.3,zh-TW
2022-06-05 18:24:14,楊一輪,爛,1,楊一輪,,zh-TW
2022-06-01 19:29:22,Jimmy Tu,一開始信用卡卡很久，原本以為是不能用簽帳金融卡，後來才發現是不能用自動填入，除此之外沒有遇到什麼問題。最近用來騎到清夜，有點回不去用走的了,5,Jimmy Tu,3.7.3,zh-TW
2022-05-24 15:50:18,謝其翰,Ui設計有夠爛，擋整個畫面點不掉，根本沒辦法註冊，北七,1,謝其翰,3.7.3,zh-TW
2022-05-22 22:35:19,范振乾,爛透了，死當,1,范振乾,,zh-TW
2022-05-13 21:51:27,Yuhu K,問題回報無法使用，然後我的飲料飛出去了，飲料架根本沒用啊🤬🤬,1,Yuhu K,3.7.3,en
2022-05-12 08:29:45,藍中璟,大家知道學校單位要怎麼選嗎？你要按那個分隔線，爛死，手機驗證一直說已經使用過了，1.8顆星不是浪得虛名的,1,藍中璟,,zh-TW
2022-05-02 16:05:10,Ccj L,客服很讚其他都爛到連星都不想給,1,Ccj L,3.7.3,zh-TW
2022-05-01 11:19:52,葉洸廷,載不了,1,葉洸廷,,zh-TW
2022-04-30 15:47:15,Jonas,這也叫app?,1,Jonas,3.7.3,zh-TW
2022-04-26 17:20:12,Peter Ma,沒用過那麼爛的APP，只是進到個人資料的頁面就會閃退，然後明明早上才重新登入過下午又要我重新登入一次，傻眼,1,Peter Ma,3.7.3,zh-TW
2022-04-25 11:33:36,Anna,更）用messenger私訊粉專 處理速度還蠻快的 不過app有些問題工程師還在解決 希望很快能正常使用😥,3,Anna,3.7.3,zh-TW
2022-04-24 21:53:12,何文,把那個恐龍拔掉拜託 有他出現就很卡== 用這個app只想快速借還車而已 有最基本簡單明瞭的功能就好 其他會造成使用者困惑的功能真的先不用,1,何文,3.7.3,zh-TW
2022-04-22 19:46:33,BC Wei,廢軟體，隔了幾天馬上卸載。,1,BC Wei,3.7.3,en
2022-04-22 09:30:07,蔡政庭,App做的很爛 你們app是不是花三千塊找學生做的？,1,蔡政庭,3.7.3,zh-TW
2022-04-18 11:16:37,Sharon Weng,Pixel閃退，無法開啟喔 電動車不錯，但App建議打掉重練,1,Sharon Weng,3.7.3,zh-TW
2022-04-17 01:50:23,Gns JhenJie,輸入WVTfHy拿30元！ 註冊完後到我的»優惠中心輸入WVTfHy 就可獲得30嚕幣喔,5,Gns JhenJie,,zh-TW
2022-04-16 13:44:35,林彥承,超破，學校設不了，一按就閃退,1,林彥承,3.7.3,zh-TW
2022-04-14 14:18:18,蔡昌原,App無法使用，來撈錢請先吧要坐的東西做好,1,蔡昌原,3.7.3,zh-TW
2022-04-14 01:36:29,phatcharaphon chalermwittayanon,I like your scooter so much. But the app still have a lot of bugs.,5,phatcharaphon chalermwittayanon,3.7.3,en
2022-04-13 23:04:38,CHUNG CHUNG,爛到哭 按用戶設定就閃退 換一個信箱不閃退可是電話綁在上一個帳號==,1,CHUNG CHUNG,3.7.3,zh-TW
2022-04-13 17:02:02,任雷雨,五顆星是給高效率客服小編的。至於這個應用程式...目前就一顆星的價值，問題一堆。,5,任雷雨,3.7.3,zh-TW
2022-04-13 15:05:07,江政達,用戶資料一點程式就崩潰 客服一點也崩潰 除了付錢功能其他功能都是裝飾用的,1,江政達,3.7.3,zh-TW
2022-04-11 21:47:15,Che-Yu Hsieh,點了用戶設定就閃退是怎樣 連學校也不能選 白白浪費一個好UI,2,Che-Yu Hsieh,3.7.3,zh-TW
2022-04-11 19:04:16,YING-NAN LIU (Yo),超爛 學校也不能選,1,YING-NAN LIU (Yo),3.7.3,zh-TW
2022-04-04 17:26:13,hoho chuang,邀請碼 mcDALJ 歡迎使用，使用體驗不錯，在交大校內騎車很有趣,5,hoho chuang,3.7.3,zh-TW
2022-03-31 21:25:49,謝宇軒,媽的app雞八爛，根本不能回報，有時候還會顯示靈車，10塊也是錢ㄟ,1,謝宇軒,3.7.3,zh-TW
2022-03-19 22:22:18,Chen Zex (Zex),無法刪除信用卡資訊,1,Chen Zex (Zex),3.7.3,zh-TW
2022-03-15 11:21:01,王偉誠,app跟垃圾一樣有夠難用,1,王偉誠,3.7.3,zh-TW
2022-03-15 00:48:22,Li-Yao Chen,好友邀請碼：27ERv4,4,Li-Yao Chen,3.7.3,zh-TW
2022-03-11 23:07:10,Chih Yi Wang,超難用,1,Chih Yi Wang,3.7.3,zh-TW
2022-03-04 16:03:37,吳旻祐,爛透了 ui各種bug，一開始學校設定的選單不顯示，找到位置之後選了沒反應 不定時有按鈕按了無反應 地圖錯誤 第一次開app跳的通知x按鈕消失 mail驗證收不到,1,吳旻祐,3.7.3,zh-TW
2022-03-02 19:03:11,緒宏鄭,系統很當APP都會當機有一次借了還無法啟動白白扣我錢 惡劣,1,緒宏鄭,3.7.3,zh-TW
2022-03-01 01:15:54,自嗨,借了滑板車才發現沒電。借之前無法看有沒有電。原站歸還仍收我十塊。借第二台，app顯示能騎八分鐘，但滑板車螢幕寫沒電，結果馬上沒電。騎一段發現沒電又牽回去還車拍照，浪費時間，不如一開始不要讓我可以借沒電的，一開始就用走的還比較快，害我約會遲到，氣死。貴公司應該賠償我遲到半小時的精神損失。,1,自嗨,3.7.3,zh-TW
2022-02-18 11:12:36,許錫弘,每次應用程式顯示有車，到現場都沒車，好幾次都被騙，爛爆,1,許錫弘,3.7.3,zh-TW
2022-02-17 10:13:57,Gu Liu,App系統設計的很差，發現沒電要還車也要被算費用,2,Gu Liu,3.7.3,zh-TW
2022-02-16 20:11:55,Y.K.,能預約的車子跟站上的號碼不一樣欸,1,Y.K.,3.6.5,zh-TW
2022-02-16 18:05:35,Pair,謝謝小編很積極幫我處理問題，app有時候定位稍慢，要還車時會顯示非還車地點，會造成時數增加，可望改善。,5,Pair,3.7.3,zh-TW
2022-02-15 18:46:11,咕咕咕,一開始說有校園優惠，可是學校沒選項也不能打字，後來個人設定一點進去就閃退了，請改善！,2,咕咕咕,3.6.5,zh-TW
2022-02-11 19:21:20,Sims Yen,新增信用卡按完成沒反應,1,Sims Yen,3.6.5,zh-TW
2022-02-11 16:35:10,degi Wu,騎乘金兌換：XKzAJQ,5,degi Wu,,zh-TW
2022-02-02 06:25:30,嵐,每次開啟用戶設定都閃退,3,嵐,3.6.5,zh-TW
2022-01-26 13:19:30,倉銘,App很卡頓 而且很常出現該點明明有車但app顯示無車 或亦反之，希望能盡快改善,2,倉銘,3.6.5,zh-TW
2022-01-25 21:39:27,楊淨,這ux是被車撞到嗎,1,楊淨,3.6.5,zh-TW
2022-01-20 17:36:23,Yongyu Chew,按用戶設定就閃退 根本沒辦法用,1,Yongyu Chew,3.6.5,en
2022-01-13 20:25:01,Llamacorn,一直glitch！,1,Llamacorn,3.6.5,en
2022-01-12 18:33:59,優奈,真的沒見過這麼爛的APP，一安裝好打開就叫我去商店更新，到設定裡選學校根本沒有選項，現在連個人設定都開不了了，一開就閃退，無言薯條，傻眼貓咪,1,優奈,3.6.5,zh-TW
2022-01-06 12:17:38,jason Yang,極差,1,jason Yang,3.6.5,zh-TW
2022-01-01 20:00:04,余秉翰,一堆問題沒解決就不要出來搞欸,1,余秉翰,3.6.0,zh-TW
2021-12-31 22:24:54,Rikudo,一直無法付款,2,Rikudo,3.2.0,zh-TW
2021-12-30 11:41:02,Midori Lin,按了編輯個人資料就閃退....,1,Midori Lin,3.6.5,en
2021-12-30 11:15:51,Wen-Po Chang,極糟糕的使用者體驗，無效的認證方式，浪費我時間,1,Wen-Po Chang,3.6.5,zh-TW
2021-12-29 19:38:35,Yang Pai,在校園中多了一個通行好選擇 ~ 👍,5,Yang Pai,3.6.5,zh-TW
2021-12-26 11:45:27,Joy C,邀請碼59bPxI,5,Joy C,3.6.5,zh-TW
